,Experiment name,Activation sparsity,FF weight sparsity,Dendrite weight sparsity,Num segments,Dim context,Epochs,Num tasks,LR,Momentum,Seed,Accuracy,Iteration,ID
0,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,3289,0.9716999530792236,1,w_sparsity_search weight_sparsity=0.01
1,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,3289,0.9715499877929688,2,w_sparsity_search weight_sparsity=0.01
2,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,3289,0.9677667021751404,3,w_sparsity_search weight_sparsity=0.01
3,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,3289,0.9648000001907349,4,w_sparsity_search weight_sparsity=0.01
4,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,3289,0.9617599844932556,5,w_sparsity_search weight_sparsity=0.01
5,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,3289,0.958383321762085,6,w_sparsity_search weight_sparsity=0.01
6,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,3289,0.9534000158309937,7,w_sparsity_search weight_sparsity=0.01
7,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,3289,0.9495499730110168,8,w_sparsity_search weight_sparsity=0.01
8,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,3289,0.9483000040054321,9,w_sparsity_search weight_sparsity=0.01
9,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,3289,0.9465399980545044,10,w_sparsity_search weight_sparsity=0.01
10,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,6265,0.9731999635696411,1,w_sparsity_search weight_sparsity=0.01
11,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,6265,0.9692999720573425,2,w_sparsity_search weight_sparsity=0.01
12,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,6265,0.96833336353302,3,w_sparsity_search weight_sparsity=0.01
13,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,6265,0.9652999639511108,4,w_sparsity_search weight_sparsity=0.01
14,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,6265,0.9654799699783325,5,w_sparsity_search weight_sparsity=0.01
15,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,6265,0.9646000266075134,6,w_sparsity_search weight_sparsity=0.01
16,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,6265,0.9602143168449402,7,w_sparsity_search weight_sparsity=0.01
17,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,6265,0.9590999484062195,8,w_sparsity_search weight_sparsity=0.01
18,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,6265,0.9567111134529114,9,w_sparsity_search weight_sparsity=0.01
19,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,6265,0.9535599946975708,10,w_sparsity_search weight_sparsity=0.01
20,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,6800,0.9752999544143677,1,w_sparsity_search weight_sparsity=0.01
21,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,6800,0.9720499515533447,2,w_sparsity_search weight_sparsity=0.01
22,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,6800,0.9702666997909546,3,w_sparsity_search weight_sparsity=0.01
23,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,6800,0.9667999744415283,4,w_sparsity_search weight_sparsity=0.01
24,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,6800,0.9628999829292297,5,w_sparsity_search weight_sparsity=0.01
25,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,6800,0.9617166519165039,6,w_sparsity_search weight_sparsity=0.01
26,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,6800,0.9607714414596558,7,w_sparsity_search weight_sparsity=0.01
27,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,6800,0.9546249508857727,8,w_sparsity_search weight_sparsity=0.01
28,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,6800,0.9523333311080933,9,w_sparsity_search weight_sparsity=0.01
29,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,6800,0.9512199759483337,10,w_sparsity_search weight_sparsity=0.01
30,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,3478,0.9726999998092651,1,w_sparsity_search weight_sparsity=0.01
31,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,3478,0.9702999591827393,2,w_sparsity_search weight_sparsity=0.01
32,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,3478,0.9711666703224182,3,w_sparsity_search weight_sparsity=0.01
33,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,3478,0.9684499502182007,4,w_sparsity_search weight_sparsity=0.01
34,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,3478,0.9671199917793274,5,w_sparsity_search weight_sparsity=0.01
35,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,3478,0.9645166993141174,6,w_sparsity_search weight_sparsity=0.01
36,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,3478,0.9582714438438416,7,w_sparsity_search weight_sparsity=0.01
37,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,3478,0.956262469291687,8,w_sparsity_search weight_sparsity=0.01
38,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,3478,0.9567888975143433,9,w_sparsity_search weight_sparsity=0.01
39,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,3478,0.951229989528656,10,w_sparsity_search weight_sparsity=0.01
40,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,7373,0.9727999567985535,1,w_sparsity_search weight_sparsity=0.01
41,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,7373,0.97489994764328,2,w_sparsity_search weight_sparsity=0.01
42,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,7373,0.9722999930381775,3,w_sparsity_search weight_sparsity=0.01
43,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,7373,0.969249963760376,4,w_sparsity_search weight_sparsity=0.01
44,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,7373,0.9661200046539307,5,w_sparsity_search weight_sparsity=0.01
45,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,7373,0.9634333252906799,6,w_sparsity_search weight_sparsity=0.01
46,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,7373,0.9576714038848877,7,w_sparsity_search weight_sparsity=0.01
47,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,7373,0.9536124467849731,8,w_sparsity_search weight_sparsity=0.01
48,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,7373,0.9534333348274231,9,w_sparsity_search weight_sparsity=0.01
49,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,7373,0.9506999850273132,10,w_sparsity_search weight_sparsity=0.01
50,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,6774,0.972000002861023,1,w_sparsity_search weight_sparsity=0.01
51,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,6774,0.9711999893188477,2,w_sparsity_search weight_sparsity=0.01
52,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,6774,0.9687333703041077,3,w_sparsity_search weight_sparsity=0.01
53,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,6774,0.9616749882698059,4,w_sparsity_search weight_sparsity=0.01
54,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,6774,0.9633399844169617,5,w_sparsity_search weight_sparsity=0.01
55,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,6774,0.9625666737556458,6,w_sparsity_search weight_sparsity=0.01
56,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,6774,0.9567285776138306,7,w_sparsity_search weight_sparsity=0.01
57,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,6774,0.9516624808311462,8,w_sparsity_search weight_sparsity=0.01
58,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,6774,0.9430333375930786,9,w_sparsity_search weight_sparsity=0.01
59,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,6774,0.9412599802017212,10,w_sparsity_search weight_sparsity=0.01
60,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,363,0.9734999537467957,1,w_sparsity_search weight_sparsity=0.01
61,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,363,0.9715999960899353,2,w_sparsity_search weight_sparsity=0.01
62,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,363,0.9672666788101196,3,w_sparsity_search weight_sparsity=0.01
63,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,363,0.962399959564209,4,w_sparsity_search weight_sparsity=0.01
64,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,363,0.9606199860572815,5,w_sparsity_search weight_sparsity=0.01
65,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,363,0.9616000056266785,6,w_sparsity_search weight_sparsity=0.01
66,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,363,0.9589285850524902,7,w_sparsity_search weight_sparsity=0.01
67,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,363,0.9535249471664429,8,w_sparsity_search weight_sparsity=0.01
68,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,363,0.9491888880729675,9,w_sparsity_search weight_sparsity=0.01
69,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,363,0.9432699680328369,10,w_sparsity_search weight_sparsity=0.01
70,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,2069,0.9696999788284302,1,w_sparsity_search weight_sparsity=0.01
71,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,2069,0.9675999879837036,2,w_sparsity_search weight_sparsity=0.01
72,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,2069,0.9643000364303589,3,w_sparsity_search weight_sparsity=0.01
73,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,2069,0.9613249897956848,4,w_sparsity_search weight_sparsity=0.01
74,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,2069,0.9620199799537659,5,w_sparsity_search weight_sparsity=0.01
75,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,2069,0.9604166746139526,6,w_sparsity_search weight_sparsity=0.01
76,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,2069,0.9572714567184448,7,w_sparsity_search weight_sparsity=0.01
77,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,2069,0.9556249976158142,8,w_sparsity_search weight_sparsity=0.01
78,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,2069,0.9524778127670288,9,w_sparsity_search weight_sparsity=0.01
79,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,2069,0.9477899670600891,10,w_sparsity_search weight_sparsity=0.01
80,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,7612,0.9724999666213989,1,w_sparsity_search weight_sparsity=0.01
81,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,7612,0.9717499613761902,2,w_sparsity_search weight_sparsity=0.01
82,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,7612,0.9718666672706604,3,w_sparsity_search weight_sparsity=0.01
83,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,7612,0.967074990272522,4,w_sparsity_search weight_sparsity=0.01
84,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,7612,0.9667799472808838,5,w_sparsity_search weight_sparsity=0.01
85,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,7612,0.9655333161354065,6,w_sparsity_search weight_sparsity=0.01
86,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,7612,0.9612857103347778,7,w_sparsity_search weight_sparsity=0.01
87,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,7612,0.9569875001907349,8,w_sparsity_search weight_sparsity=0.01
88,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,7612,0.9535778164863586,9,w_sparsity_search weight_sparsity=0.01
89,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,7612,0.9537799954414368,10,w_sparsity_search weight_sparsity=0.01
90,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,7391,0.9718999862670898,1,w_sparsity_search weight_sparsity=0.01
91,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,7391,0.9703999757766724,2,w_sparsity_search weight_sparsity=0.01
92,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,7391,0.9671666622161865,3,w_sparsity_search weight_sparsity=0.01
93,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,7391,0.958549976348877,4,w_sparsity_search weight_sparsity=0.01
94,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,7391,0.9539199471473694,5,w_sparsity_search weight_sparsity=0.01
95,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,7391,0.9496166706085205,6,w_sparsity_search weight_sparsity=0.01
96,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,7391,0.942128598690033,7,w_sparsity_search weight_sparsity=0.01
97,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,7391,0.9528625011444092,8,w_sparsity_search weight_sparsity=0.01
98,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,7391,0.9479555487632751,9,w_sparsity_search weight_sparsity=0.01
99,w_sparsity_search,0.1,0.01,0.0,10,784,3,10,0.0005,0.0,7391,0.9445499777793884,10,w_sparsity_search weight_sparsity=0.01
100,w_sparsity_search,0.1,0.05,0.0,10,784,3,10,0.0005,0.0,9607,0.9726999998092651,1,w_sparsity_search weight_sparsity=0.05
101,w_sparsity_search,0.1,0.05,0.0,10,784,3,10,0.0005,0.0,9607,0.9720999598503113,2,w_sparsity_search weight_sparsity=0.05
102,w_sparsity_search,0.1,0.05,0.0,10,784,3,10,0.0005,0.0,9607,0.9727333188056946,3,w_sparsity_search weight_sparsity=0.05
103,w_sparsity_search,0.1,0.05,0.0,10,784,3,10,0.0005,0.0,9607,0.9685249924659729,4,w_sparsity_search weight_sparsity=0.05
104,w_sparsity_search,0.1,0.05,0.0,10,784,3,10,0.0005,0.0,9607,0.9670400023460388,5,w_sparsity_search weight_sparsity=0.05
105,w_sparsity_search,0.1,0.05,0.0,10,784,3,10,0.0005,0.0,9607,0.9644500017166138,6,w_sparsity_search weight_sparsity=0.05
106,w_sparsity_search,0.1,0.05,0.0,10,784,3,10,0.0005,0.0,9607,0.9617000222206116,7,w_sparsity_search weight_sparsity=0.05
107,w_sparsity_search,0.1,0.05,0.0,10,784,3,10,0.0005,0.0,9607,0.9580124616622925,8,w_sparsity_search weight_sparsity=0.05
108,w_sparsity_search,0.1,0.05,0.0,10,784,3,10,0.0005,0.0,9607,0.9561333656311035,9,w_sparsity_search weight_sparsity=0.05
109,w_sparsity_search,0.1,0.05,0.0,10,784,3,10,0.0005,0.0,9607,0.9547699689865112,10,w_sparsity_search weight_sparsity=0.05
110,w_sparsity_search,0.1,0.05,0.0,10,784,3,10,0.0005,0.0,2479,0.9738999605178833,1,w_sparsity_search weight_sparsity=0.05
111,w_sparsity_search,0.1,0.05,0.0,10,784,3,10,0.0005,0.0,2479,0.9738499522209167,2,w_sparsity_search weight_sparsity=0.05
112,w_sparsity_search,0.1,0.05,0.0,10,784,3,10,0.0005,0.0,2479,0.972000002861023,3,w_sparsity_search weight_sparsity=0.05
113,w_sparsity_search,0.1,0.05,0.0,10,784,3,10,0.0005,0.0,2479,0.9678750038146973,4,w_sparsity_search weight_sparsity=0.05
114,w_sparsity_search,0.1,0.05,0.0,10,784,3,10,0.0005,0.0,2479,0.9650999903678894,5,w_sparsity_search weight_sparsity=0.05
115,w_sparsity_search,0.1,0.05,0.0,10,784,3,10,0.0005,0.0,2479,0.9631666541099548,6,w_sparsity_search weight_sparsity=0.05
116,w_sparsity_search,0.1,0.05,0.0,10,784,3,10,0.0005,0.0,2479,0.961571455001831,7,w_sparsity_search weight_sparsity=0.05
117,w_sparsity_search,0.1,0.05,0.0,10,784,3,10,0.0005,0.0,2479,0.9604249596595764,8,w_sparsity_search weight_sparsity=0.05
118,w_sparsity_search,0.1,0.05,0.0,10,784,3,10,0.0005,0.0,2479,0.9577555656433105,9,w_sparsity_search weight_sparsity=0.05
119,w_sparsity_search,0.1,0.05,0.0,10,784,3,10,0.0005,0.0,2479,0.9549499750137329,10,w_sparsity_search weight_sparsity=0.05
120,w_sparsity_search,0.1,0.05,0.0,10,784,3,10,0.0005,0.0,1146,0.9735999703407288,1,w_sparsity_search weight_sparsity=0.05
121,w_sparsity_search,0.1,0.05,0.0,10,784,3,10,0.0005,0.0,1146,0.9752999544143677,2,w_sparsity_search weight_sparsity=0.05
122,w_sparsity_search,0.1,0.05,0.0,10,784,3,10,0.0005,0.0,1146,0.971666693687439,3,w_sparsity_search weight_sparsity=0.05
123,w_sparsity_search,0.1,0.05,0.0,10,784,3,10,0.0005,0.0,1146,0.9663249850273132,4,w_sparsity_search weight_sparsity=0.05
124,w_sparsity_search,0.1,0.05,0.0,10,784,3,10,0.0005,0.0,1146,0.9668999910354614,5,w_sparsity_search weight_sparsity=0.05
125,w_sparsity_search,0.1,0.05,0.0,10,784,3,10,0.0005,0.0,1146,0.9657333493232727,6,w_sparsity_search weight_sparsity=0.05
126,w_sparsity_search,0.1,0.05,0.0,10,784,3,10,0.0005,0.0,1146,0.9610142707824707,7,w_sparsity_search weight_sparsity=0.05
127,w_sparsity_search,0.1,0.05,0.0,10,784,3,10,0.0005,0.0,1146,0.957337498664856,8,w_sparsity_search weight_sparsity=0.05
128,w_sparsity_search,0.1,0.05,0.0,10,784,3,10,0.0005,0.0,1146,0.9542778134346008,9,w_sparsity_search weight_sparsity=0.05
129,w_sparsity_search,0.1,0.05,0.0,10,784,3,10,0.0005,0.0,1146,0.9507099986076355,10,w_sparsity_search weight_sparsity=0.05
130,w_sparsity_search,0.1,0.05,0.0,10,784,3,10,0.0005,0.0,8972,0.9741999506950378,1,w_sparsity_search weight_sparsity=0.05
131,w_sparsity_search,0.1,0.05,0.0,10,784,3,10,0.0005,0.0,8972,0.9718499779701233,2,w_sparsity_search weight_sparsity=0.05
132,w_sparsity_search,0.1,0.05,0.0,10,784,3,10,0.0005,0.0,8972,0.9717000126838684,3,w_sparsity_search weight_sparsity=0.05
133,w_sparsity_search,0.1,0.05,0.0,10,784,3,10,0.0005,0.0,8972,0.9648000001907349,4,w_sparsity_search weight_sparsity=0.05
134,w_sparsity_search,0.1,0.05,0.0,10,784,3,10,0.0005,0.0,8972,0.9651399850845337,5,w_sparsity_search weight_sparsity=0.05
135,w_sparsity_search,0.1,0.05,0.0,10,784,3,10,0.0005,0.0,8972,0.9627500176429749,6,w_sparsity_search weight_sparsity=0.05
136,w_sparsity_search,0.1,0.05,0.0,10,784,3,10,0.0005,0.0,8972,0.9581999778747559,7,w_sparsity_search weight_sparsity=0.05
137,w_sparsity_search,0.1,0.05,0.0,10,784,3,10,0.0005,0.0,8972,0.9549874663352966,8,w_sparsity_search weight_sparsity=0.05
138,w_sparsity_search,0.1,0.05,0.0,10,784,3,10,0.0005,0.0,8972,0.953344464302063,9,w_sparsity_search weight_sparsity=0.05
139,w_sparsity_search,0.1,0.05,0.0,10,784,3,10,0.0005,0.0,8972,0.9498599767684937,10,w_sparsity_search weight_sparsity=0.05
140,w_sparsity_search,0.1,0.05,0.0,10,784,3,10,0.0005,0.0,8260,0.973099946975708,1,w_sparsity_search weight_sparsity=0.05
141,w_sparsity_search,0.1,0.05,0.0,10,784,3,10,0.0005,0.0,8260,0.9714499711990356,2,w_sparsity_search weight_sparsity=0.05
142,w_sparsity_search,0.1,0.05,0.0,10,784,3,10,0.0005,0.0,8260,0.9673666954040527,3,w_sparsity_search weight_sparsity=0.05
143,w_sparsity_search,0.1,0.05,0.0,10,784,3,10,0.0005,0.0,8260,0.9635999798774719,4,w_sparsity_search weight_sparsity=0.05
144,w_sparsity_search,0.1,0.05,0.0,10,784,3,10,0.0005,0.0,8260,0.9629600048065186,5,w_sparsity_search weight_sparsity=0.05
145,w_sparsity_search,0.1,0.05,0.0,10,784,3,10,0.0005,0.0,8260,0.9631167054176331,6,w_sparsity_search weight_sparsity=0.05
146,w_sparsity_search,0.1,0.05,0.0,10,784,3,10,0.0005,0.0,8260,0.9574714303016663,7,w_sparsity_search weight_sparsity=0.05
147,w_sparsity_search,0.1,0.05,0.0,10,784,3,10,0.0005,0.0,8260,0.9559999704360962,8,w_sparsity_search weight_sparsity=0.05
148,w_sparsity_search,0.1,0.05,0.0,10,784,3,10,0.0005,0.0,8260,0.9451777935028076,9,w_sparsity_search weight_sparsity=0.05
149,w_sparsity_search,0.1,0.05,0.0,10,784,3,10,0.0005,0.0,8260,0.9388399720191956,10,w_sparsity_search weight_sparsity=0.05
150,w_sparsity_search,0.1,0.05,0.0,10,784,3,10,0.0005,0.0,9216,0.9696999788284302,1,w_sparsity_search weight_sparsity=0.05
151,w_sparsity_search,0.1,0.05,0.0,10,784,3,10,0.0005,0.0,9216,0.9703999757766724,2,w_sparsity_search weight_sparsity=0.05
152,w_sparsity_search,0.1,0.05,0.0,10,784,3,10,0.0005,0.0,9216,0.9685333371162415,3,w_sparsity_search weight_sparsity=0.05
153,w_sparsity_search,0.1,0.05,0.0,10,784,3,10,0.0005,0.0,9216,0.9649749994277954,4,w_sparsity_search weight_sparsity=0.05
154,w_sparsity_search,0.1,0.05,0.0,10,784,3,10,0.0005,0.0,9216,0.9637599587440491,5,w_sparsity_search weight_sparsity=0.05
155,w_sparsity_search,0.1,0.05,0.0,10,784,3,10,0.0005,0.0,9216,0.9615333676338196,6,w_sparsity_search weight_sparsity=0.05
156,w_sparsity_search,0.1,0.05,0.0,10,784,3,10,0.0005,0.0,9216,0.9549857378005981,7,w_sparsity_search weight_sparsity=0.05
157,w_sparsity_search,0.1,0.05,0.0,10,784,3,10,0.0005,0.0,9216,0.9497874975204468,8,w_sparsity_search weight_sparsity=0.05
